State,Year,Quarter,Transaction_type,Total_transaction,Transaction_amount
Tamil Nadu,2022,Q1 (Jan - Mar),Others,579955,355987089
Telangana,2022,Q1 (Jan - Mar),Merchant payments,449186799,243841863780
Telangana,2022,Q1 (Jan - Mar),Peer-to-peer payments,368048408,1375289566667
Telangana,2022,Q1 (Jan - Mar),Recharge & bill payments,66352138,50470450179
Telangana,2022,Q1 (Jan - Mar),Financial Services,284035,394283511
Telangana,2022,Q1 (Jan - Mar),Others,2582005,642005688
Tripura,2022,Q1 (Jan - Mar),Peer-to-peer payments,1221863,4934712034
Tripura,2022,Q1 (Jan - Mar),Merchant payments,992891,1037265262
Tripura,2022,Q1 (Jan - Mar),Recharge & bill payments,641170,262348230
Tripura,2022,Q1 (Jan - Mar),Financial Services,4351,5782533
Tripura,2022,Q1 (Jan - Mar),Others,10915,7221703
Uttar Pradesh,2022,Q1 (Jan - Mar),Merchant payments,221556930,165543931419
Uttar Pradesh,2022,Q1 (Jan - Mar),Peer-to-peer payments,195592648,684758883172
Uttar Pradesh,2022,Q1 (Jan - Mar),Recharge & bill payments,54873261,31683813998
Uttar Pradesh,2022,Q1 (Jan - Mar),Financial Services,358499,386218170
Uttar Pradesh,2022,Q1 (Jan - Mar),Others,1571908,750327356
Uttarakhand,2022,Q1 (Jan - Mar),Merchant payments,22595602,14585438346
Uttarakhand,2022,Q1 (Jan - Mar),Peer-to-peer payments,16201632,53535521438
Uttarakhand,2022,Q1 (Jan - Mar),Recharge & bill payments,5617605,2745987927
Uttarakhand,2022,Q1 (Jan - Mar),Financial Services,39033,49695999
Uttarakhand,2022,Q1 (Jan - Mar),Others,106900,62138787
West Bengal,2022,Q1 (Jan - Mar),Peer-to-peer payments,124787028,446343740437
West Bengal,2022,Q1 (Jan - Mar),Merchant payments,97315025,85854730616
West Bengal,2022,Q1 (Jan - Mar),Recharge & bill payments,37317865,18435424277
West Bengal,2022,Q1 (Jan - Mar),Financial Services,239530,261096608
West Bengal,2022,Q1 (Jan - Mar),Others,845644,531671268
Andaman & Nicobar,2022,Q2 (Apr - Jun),Merchant payments,449540,510838980
Andaman & Nicobar,2022,Q2 (Apr - Jun),Peer-to-peer payments,437606,2088309073
Andaman & Nicobar,2022,Q2 (Apr - Jun),Recharge & bill payments,179515,82232936
Andaman & Nicobar,2022,Q2 (Apr - Jun),Financial Services,1448,2089862
Andaman & Nicobar,2022,Q2 (Apr - Jun),Others,3108,2449496
Andhra Pradesh,2022,Q2 (Apr - Jun),Peer-to-peer payments,321362337,1231408926513
Andhra Pradesh,2022,Q2 (Apr - Jun),Merchant payments,292530048,205433660654
Andhra Pradesh,2022,Q2 (Apr - Jun),Recharge & bill payments,56606969,42408541939
Andhra Pradesh,2022,Q2 (Apr - Jun),Financial Services,192751,245783011
Andhra Pradesh,2022,Q2 (Apr - Jun),Others,441925,357036084
Arunachal Pradesh,2022,Q2 (Apr - Jun),Peer-to-peer payments,1751568,7627061474
Arunachal Pradesh,2022,Q2 (Apr - Jun),Merchant payments,1108353,1255513517
Arunachal Pradesh,2022,Q2 (Apr - Jun),Recharge & bill payments,688770,241162643
Arunachal Pradesh,2022,Q2 (Apr - Jun),Financial Services,2466,4063469
Arunachal Pradesh,2022,Q2 (Apr - Jun),Others,5768,3864269
Assam,2022,Q2 (Apr - Jun),Peer-to-peer payments,33879530,123829913105
Assam,2022,Q2 (Apr - Jun),Merchant payments,28377534,24333260089
Assam,2022,Q2 (Apr - Jun),Recharge & bill payments,13858113,4814695679
Assam,2022,Q2 (Apr - Jun),Financial Services,50785,55549153
Assam,2022,Q2 (Apr - Jun),Others,168763,77624058
Bihar,2022,Q2 (Apr - Jun),Peer-to-peer payments,164119431,610448610667
Bihar,2022,Q2 (Apr - Jun),Merchant payments,158289353,126423430586
Bihar,2022,Q2 (Apr - Jun),Recharge & bill payments,36950622,17225668601
Bihar,2022,Q2 (Apr - Jun),Financial Services,124199,116203820
Bihar,2022,Q2 (Apr - Jun),Others,661424,247541289
Chandigarh,2022,Q2 (Apr - Jun),Merchant payments,6136803,3919372475
Chandigarh,2022,Q2 (Apr - Jun),Peer-to-peer payments,3489382,12549248085
Chandigarh,2022,Q2 (Apr - Jun),Recharge & bill payments,1119367,792957088
Chandigarh,2022,Q2 (Apr - Jun),Financial Services,6673,8943857
Chandigarh,2022,Q2 (Apr - Jun),Others,20264,12978651
Chhattisgarh,2022,Q2 (Apr - Jun),Merchant payments,61093916,41536371583
Chhattisgarh,2022,Q2 (Apr - Jun),Peer-to-peer payments,42532112,133534947239
Chhattisgarh,2022,Q2 (Apr - Jun),Recharge & bill payments,12737942,5949415519
Chhattisgarh,2022,Q2 (Apr - Jun),Financial Services,41530,46037703
Chhattisgarh,2022,Q2 (Apr - Jun),Others,178548,114905117
Dadra and Nagar Haveli and Daman and Diu,2022,Q2 (Apr - Jun),Merchant payments,3346697,1536859131
Dadra and Nagar Haveli and Daman and Diu,2022,Q2 (Apr - Jun),Peer-to-peer payments,1861799,5078832140
Dadra and Nagar Haveli and Daman and Diu,2022,Q2 (Apr - Jun),Recharge & bill payments,539562,372921225
Dadra and Nagar Haveli and Daman and Diu,2022,Q2 (Apr - Jun),Financial Services,1849,2131607
Dadra and Nagar Haveli and Daman and Diu,2022,Q2 (Apr - Jun),Others,9864,4415675
Delhi,2022,Q2 (Apr - Jun),Merchant payments,233412802,121657706565
Delhi,2022,Q2 (Apr - Jun),Peer-to-peer payments,143447534,480685895058
Delhi,2022,Q2 (Apr - Jun),Recharge & bill payments,32971294,26876059610
Delhi,2022,Q2 (Apr - Jun),Financial Services,160827,209425798
Delhi,2022,Q2 (Apr - Jun),Others,641727,426563425
Goa,2022,Q2 (Apr - Jun),Merchant payments,7812998,5736211013
Goa,2022,Q2 (Apr - Jun),Peer-to-peer payments,5097942,16372343177
Goa,2022,Q2 (Apr - Jun),Recharge & bill payments,1279377,738765635
Goa,2022,Q2 (Apr - Jun),Financial Services,10666,13192736
Goa,2022,Q2 (Apr - Jun),Others,15071,12525197
Gujarat,2022,Q2 (Apr - Jun),Merchant payments,131610193,95585623258
Gujarat,2022,Q2 (Apr - Jun),Peer-to-peer payments,86423696,326945780476
Gujarat,2022,Q2 (Apr - Jun),Recharge & bill payments,33424931,23844933238
Gujarat,2022,Q2 (Apr - Jun),Financial Services,125180,142685436
Gujarat,2022,Q2 (Apr - Jun),Others,468796,278978567
Haryana,2022,Q2 (Apr - Jun),Merchant payments,130033573,76926347115
Haryana,2022,Q2 (Apr - Jun),Peer-to-peer payments,84219451,300504797205
Haryana,2022,Q2 (Apr - Jun),Recharge & bill payments,20011709,17457331653
Haryana,2022,Q2 (Apr - Jun),Financial Services,89805,120610061
Haryana,2022,Q2 (Apr - Jun),Others,345424,224949213
Himachal Pradesh,2022,Q2 (Apr - Jun),Merchant payments,10591420,7697399368
Himachal Pradesh,2022,Q2 (Apr - Jun),Peer-to-peer payments,7109948,24407668318
Himachal Pradesh,2022,Q2 (Apr - Jun),Recharge & bill payments,3520538,1553155243
Himachal Pradesh,2022,Q2 (Apr - Jun),Financial Services,16901,20627276
Himachal Pradesh,2022,Q2 (Apr - Jun),Others,52564,30257752
Jammu & Kashmir,2022,Q2 (Apr - Jun),Merchant payments,9917899,8541811640
Jammu & Kashmir,2022,Q2 (Apr - Jun),Peer-to-peer payments,8948548,35973490940
Jammu & Kashmir,2022,Q2 (Apr - Jun),Recharge & bill payments,4759941,1631580783
Jammu & Kashmir,2022,Q2 (Apr - Jun),Financial Services,17495,23857762
Jammu & Kashmir,2022,Q2 (Apr - Jun),Others,169864,83549709
Jharkhand,2022,Q2 (Apr - Jun),Merchant payments,67435024,44149892984
Jharkhand,2022,Q2 (Apr - Jun),Peer-to-peer payments,52086790,175208899196
Jharkhand,2022,Q2 (Apr - Jun),Recharge & bill payments,13145888,6119623547
Jharkhand,2022,Q2 (Apr - Jun),Financial Services,50361,53281830
Jharkhand,2022,Q2 (Apr - Jun),Others,207212,104530269
Karnataka,2022,Q2 (Apr - Jun),Merchant payments,735295388,358016289601
Karnataka,2022,Q2 (Apr - Jun),Peer-to-peer payments,449723751,1457330278795
Karnataka,2022,Q2 (Apr - Jun),Recharge & bill payments,91137091,50583781089
Karnataka,2022,Q2 (Apr - Jun),Financial Services,351688,545330283
Karnataka,2022,Q2 (Apr - Jun),Others,941042,670434289
Kerala,2022,Q2 (Apr - Jun),Merchant payments,55730158,34395023155
Kerala,2022,Q2 (Apr - Jun),Peer-to-peer payments,35630060,112813716119
Kerala,2022,Q2 (Apr - Jun),Recharge & bill payments,14701207,7230489227
Kerala,2022,Q2 (Apr - Jun),Financial Services,110336,133436809
Kerala,2022,Q2 (Apr - Jun),Others,193561,123664236
Ladakh,2022,Q2 (Apr - Jun),Peer-to-peer payments,608870,2941624382
Ladakh,2022,Q2 (Apr - Jun),Merchant payments,346146,508439376
Ladakh,2022,Q2 (Apr - Jun),Recharge & bill payments,158996,88531677
Ladakh,2022,Q2 (Apr - Jun),Financial Services,1585,2487560
Ladakh,2022,Q2 (Apr - Jun),Others,2476,2235180
Lakshadweep,2022,Q2 (Apr - Jun),Peer-to-peer payments,8491,48451728
Lakshadweep,2022,Q2 (Apr - Jun),Recharge & bill payments,5366,2386144
Lakshadweep,2022,Q2 (Apr - Jun),Merchant payments,3602,4895657
Lakshadweep,2022,Q2 (Apr - Jun),Financial Services,59,87127
Lakshadweep,2022,Q2 (Apr - Jun),Others,51,108944
Madhya Pradesh,2022,Q2 (Apr - Jun),Merchant payments,287616385,174183397721
Madhya Pradesh,2022,Q2 (Apr - Jun),Peer-to-peer payments,202093283,663180522499
Madhya Pradesh,2022,Q2 (Apr - Jun),Recharge & bill payments,54318983,29125694281
Madhya Pradesh,2022,Q2 (Apr - Jun),Financial Services,157672,153944499
Madhya Pradesh,2022,Q2 (Apr - Jun),Others,713506,381178326
Maharashtra,2022,Q2 (Apr - Jun),Merchant payments,810961772,428469294407
Maharashtra,2022,Q2 (Apr - Jun),Peer-to-peer payments,470258043,1501201968773
Maharashtra,2022,Q2 (Apr - Jun),Recharge & bill payments,124280427,75110969246
Maharashtra,2022,Q2 (Apr - Jun),Financial Services,490152,559321829
Maharashtra,2022,Q2 (Apr - Jun),Others,1542719,930827919
Manipur,2022,Q2 (Apr - Jun),Peer-to-peer payments,2843426,12704512238
Manipur,2022,Q2 (Apr - Jun),Merchant payments,1709547,1757831052
Manipur,2022,Q2 (Apr - Jun),Recharge & bill payments,1533778,448637966
Manipur,2022,Q2 (Apr - Jun),Financial Services,4069,4753628
Manipur,2022,Q2 (Apr - Jun),Others,14812,7175748
Meghalaya,2022,Q2 (Apr - Jun),Peer-to-peer payments,977816,4359000096
Meghalaya,2022,Q2 (Apr - Jun),Merchant payments,591364,714995836
Meghalaya,2022,Q2 (Apr - Jun),Recharge & bill payments,467745,200896879
Meghalaya,2022,Q2 (Apr - Jun),Financial Services,1880,2406087
Meghalaya,2022,Q2 (Apr - Jun),Others,5844,4192522
Mizoram,2022,Q2 (Apr - Jun),Peer-to-peer payments,332102,1739114390
Mizoram,2022,Q2 (Apr - Jun),Recharge & bill payments,172281,70775723
Mizoram,2022,Q2 (Apr - Jun),Merchant payments,137279,191484723
Mizoram,2022,Q2 (Apr - Jun),Financial Services,656,801633
Mizoram,2022,Q2 (Apr - Jun),Others,1659,1010096
Nagaland,2022,Q2 (Apr - Jun),Peer-to-peer payments,1032542,4933041257
Nagaland,2022,Q2 (Apr - Jun),Merchant payments,513456,640665988
Nagaland,2022,Q2 (Apr - Jun),Recharge & bill payments,479322,162238616
Nagaland,2022,Q2 (Apr - Jun),Financial Services,1547,1519503
Nagaland,2022,Q2 (Apr - Jun),Others,4462,2819984
Odisha,2022,Q2 (Apr - Jun),Merchant payments,148544714,90369380298
Odisha,2022,Q2 (Apr - Jun),Peer-to-peer payments,134717859,405793657448
Odisha,2022,Q2 (Apr - Jun),Recharge & bill payments,29843263,13602640170
Odisha,2022,Q2 (Apr - Jun),Financial Services,88649,95050158
Odisha,2022,Q2 (Apr - Jun),Others,257113,174284263
Puducherry,2022,Q2 (Apr - Jun),Merchant payments,4613049,2693234774
Puducherry,2022,Q2 (Apr - Jun),Peer-to-peer payments,3242208,10537267921
Puducherry,2022,Q2 (Apr - Jun),Recharge & bill payments,773154,535604974
Puducherry,2022,Q2 (Apr - Jun),Financial Services,4914,6556452
Puducherry,2022,Q2 (Apr - Jun),Others,10362,6081132
Punjab,2022,Q2 (Apr - Jun),Merchant payments,35941880,28585688543
Punjab,2022,Q2 (Apr - Jun),Peer-to-peer payments,25952349,100938068541
Punjab,2022,Q2 (Apr - Jun),Recharge & bill payments,10161030,7652499714
Punjab,2022,Q2 (Apr - Jun),Financial Services,50483,57234782
Punjab,2022,Q2 (Apr - Jun),Others,167081,111934787
Rajasthan,2022,Q2 (Apr - Jun),Merchant payments,336900860,208238945148
Rajasthan,2022,Q2 (Apr - Jun),Peer-to-peer payments,263380560,905641041298
Rajasthan,2022,Q2 (Apr - Jun),Recharge & bill payments,59879660,38325678033
Rajasthan,2022,Q2 (Apr - Jun),Financial Services,170705,175399371
Rajasthan,2022,Q2 (Apr - Jun),Others,838365,452454748
Sikkim,2022,Q2 (Apr - Jun),Peer-to-peer payments,1198014,4596501308
Sikkim,2022,Q2 (Apr - Jun),Merchant payments,706658,847497607
Sikkim,2022,Q2 (Apr - Jun),Recharge & bill payments,411189,162174479
Sikkim,2022,Q2 (Apr - Jun),Financial Services,1758,1861284
Sikkim,2022,Q2 (Apr - Jun),Others,4462,3070990
Tamil Nadu,2022,Q2 (Apr - Jun),Merchant payments,179245529,100813133534
Tamil Nadu,2022,Q2 (Apr - Jun),Peer-to-peer payments,136341691,464333108374
Tamil Nadu,2022,Q2 (Apr - Jun),Recharge & bill payments,38257271,24477663683
Tamil Nadu,2022,Q2 (Apr - Jun),Financial Services,202498,233054908
Tamil Nadu,2022,Q2 (Apr - Jun),Others,459948,277767177
Telangana,2022,Q2 (Apr - Jun),Merchant payments,565370506,307468406704
Telangana,2022,Q2 (Apr - Jun),Peer-to-peer payments,422056582,1580014085694
Telangana,2022,Q2 (Apr - Jun),Recharge & bill payments,75099130,63136761649
Telangana,2022,Q2 (Apr - Jun),Financial Services,245023,324857780
Telangana,2022,Q2 (Apr - Jun),Others,611316,470432687
Tripura,2022,Q2 (Apr - Jun),Peer-to-peer payments,1443647,5354182193
Tripura,2022,Q2 (Apr - Jun),Merchant payments,1322009,1235804019
Tripura,2022,Q2 (Apr - Jun),Recharge & bill payments,638643,278018856
Tripura,2022,Q2 (Apr - Jun),Financial Services,3812,4533635
Tripura,2022,Q2 (Apr - Jun),Others,10553,5732336
Uttar Pradesh,2022,Q2 (Apr - Jun),Merchant payments,298721048,216176289528
Uttar Pradesh,2022,Q2 (Apr - Jun),Peer-to-peer payments,232444860,812579156783
Uttar Pradesh,2022,Q2 (Apr - Jun),Recharge & bill payments,62659780,37867966758
Uttar Pradesh,2022,Q2 (Apr - Jun),Financial Services,268349,285646084
Uttar Pradesh,2022,Q2 (Apr - Jun),Others,1204739,606123265
Uttarakhand,2022,Q2 (Apr - Jun),Merchant payments,32087670,19479185362
Uttarakhand,2022,Q2 (Apr - Jun),Peer-to-peer payments,19677409,65563901300
Uttarakhand,2022,Q2 (Apr - Jun),Recharge & bill payments,6263098,3174160697
Uttarakhand,2022,Q2 (Apr - Jun),Financial Services,32284,37217548
Uttarakhand,2022,Q2 (Apr - Jun),Others,106417,58906116
West Bengal,2022,Q2 (Apr - Jun),Peer-to-peer payments,145395450,520190680811
West Bengal,2022,Q2 (Apr - Jun),Merchant payments,126682135,107049019781
West Bengal,2022,Q2 (Apr - Jun),Recharge & bill payments,42712193,20697301165
West Bengal,2022,Q2 (Apr - Jun),Financial Services,191724,199770753
West Bengal,2022,Q2 (Apr - Jun),Others,760639,438407071
Andaman & Nicobar,2022,Q3 (Jul - Sep),Merchant payments,716105,693438186
Andaman & Nicobar,2022,Q3 (Jul - Sep),Peer-to-peer payments,622217,2514535154
Andaman & Nicobar,2022,Q3 (Jul - Sep),Recharge & bill payments,240766,97748065
Andaman & Nicobar,2022,Q3 (Jul - Sep),Financial Services,1814,2166304
Andaman & Nicobar,2022,Q3 (Jul - Sep),Others,3477,2744060
Andhra Pradesh,2022,Q3 (Jul - Sep),Peer-to-peer payments,298804000,1140164525892
Andhra Pradesh,2022,Q3 (Jul - Sep),Merchant payments,291033653,202910820650
Andhra Pradesh,2022,Q3 (Jul - Sep),Recharge & bill payments,52467708,41438764826
Andhra Pradesh,2022,Q3 (Jul - Sep),Financial Services,187190,239347241
Andhra Pradesh,2022,Q3 (Jul - Sep),Others,362484,323951101
Arunachal Pradesh,2022,Q3 (Jul - Sep),Peer-to-peer payments,1967086,7365427284
Arunachal Pradesh,2022,Q3 (Jul - Sep),Merchant payments,1316326,1413247143
Arunachal Pradesh,2022,Q3 (Jul - Sep),Recharge & bill payments,649322,238448083
Arunachal Pradesh,2022,Q3 (Jul - Sep),Financial Services,1997,4763324
Arunachal Pradesh,2022,Q3 (Jul - Sep),Others,4687,3224948
Assam,2022,Q3 (Jul - Sep),Peer-to-peer payments,37000266,127264703851
Assam,2022,Q3 (Jul - Sep),Merchant payments,34935460,28789992307
Assam,2022,Q3 (Jul - Sep),Recharge & bill payments,13974568,5295136932
Assam,2022,Q3 (Jul - Sep),Financial Services,65066,62882386
Assam,2022,Q3 (Jul - Sep),Others,138451,76363577
Bihar,2022,Q3 (Jul - Sep),Merchant payments,198273336,137873615624
Bihar,2022,Q3 (Jul - Sep),Peer-to-peer payments,192304951,632747186972
Bihar,2022,Q3 (Jul - Sep),Recharge & bill payments,46044353,20417791249
Bihar,2022,Q3 (Jul - Sep),Financial Services,179533,161987346
Bihar,2022,Q3 (Jul - Sep),Others,565212,245905365
Chandigarh,2022,Q3 (Jul - Sep),Merchant payments,7665907,4713972532
Chandigarh,2022,Q3 (Jul - Sep),Peer-to-peer payments,4423590,14788179156
Chandigarh,2022,Q3 (Jul - Sep),Recharge & bill payments,1360342,1033530639
Chandigarh,2022,Q3 (Jul - Sep),Financial Services,8868,9918740
Chandigarh,2022,Q3 (Jul - Sep),Others,19466,14156668
Chhattisgarh,2022,Q3 (Jul - Sep),Merchant payments,84355775,50874051122
Chhattisgarh,2022,Q3 (Jul - Sep),Peer-to-peer payments,57116149,161027214428
Chhattisgarh,2022,Q3 (Jul - Sep),Recharge & bill payments,16538894,8069941553
Chhattisgarh,2022,Q3 (Jul - Sep),Financial Services,55775,61881709
Chhattisgarh,2022,Q3 (Jul - Sep),Others,185994,128469268
Dadra and Nagar Haveli and Daman and Diu,2022,Q3 (Jul - Sep),Merchant payments,3777156,1705567002
Dadra and Nagar Haveli and Daman and Diu,2022,Q3 (Jul - Sep),Peer-to-peer payments,2086741,5382949597
Dadra and Nagar Haveli and Daman and Diu,2022,Q3 (Jul - Sep),Recharge & bill payments,592431,425206924
Dadra and Nagar Haveli and Daman and Diu,2022,Q3 (Jul - Sep),Financial Services,2237,3194409
Dadra and Nagar Haveli and Daman and Diu,2022,Q3 (Jul - Sep),Others,7056,3729425
Delhi,2022,Q3 (Jul - Sep),Merchant payments,276635347,134292748569
Delhi,2022,Q3 (Jul - Sep),Peer-to-peer payments,160580425,509428627035
Delhi,2022,Q3 (Jul - Sep),Recharge & bill payments,37572389,33177115465
Delhi,2022,Q3 (Jul - Sep),Financial Services,195218,265479580
Delhi,2022,Q3 (Jul - Sep),Others,608782,448676465
Goa,2022,Q3 (Jul - Sep),Merchant payments,7595135,5112175255
Goa,2022,Q3 (Jul - Sep),Peer-to-peer payments,4449008,13780955270
Goa,2022,Q3 (Jul - Sep),Recharge & bill payments,1122869,657115143
Goa,2022,Q3 (Jul - Sep),Financial Services,9992,12650738
Goa,2022,Q3 (Jul - Sep),Others,11683,11368868
Gujarat,2022,Q3 (Jul - Sep),Merchant payments,161264265,109018764232
Gujarat,2022,Q3 (Jul - Sep),Peer-to-peer payments,103034790,359338045092
Gujarat,2022,Q3 (Jul - Sep),Recharge & bill payments,38383683,28649040040
Gujarat,2022,Q3 (Jul - Sep),Financial Services,152053,162173602
Gujarat,2022,Q3 (Jul - Sep),Others,404941,269479241
Haryana,2022,Q3 (Jul - Sep),Merchant payments,151278013,87063736519
Haryana,2022,Q3 (Jul - Sep),Peer-to-peer payments,95071203,319374569105
Haryana,2022,Q3 (Jul - Sep),Recharge & bill payments,22592966,21247984018
Haryana,2022,Q3 (Jul - Sep),Financial Services,111032,144937203
Haryana,2022,Q3 (Jul - Sep),Others,308596,223267730
Himachal Pradesh,2022,Q3 (Jul - Sep),Merchant payments,12686960,8511266152
Himachal Pradesh,2022,Q3 (Jul - Sep),Peer-to-peer payments,8330778,27039659316
Himachal Pradesh,2022,Q3 (Jul - Sep),Recharge & bill payments,4083168,1780405740
Himachal Pradesh,2022,Q3 (Jul - Sep),Financial Services,21293,22686931
Himachal Pradesh,2022,Q3 (Jul - Sep),Others,42669,26764547
Jammu & Kashmir,2022,Q3 (Jul - Sep),Merchant payments,9594459,8056512904
Jammu & Kashmir,2022,Q3 (Jul - Sep),Peer-to-peer payments,8391981,31280124357
Jammu & Kashmir,2022,Q3 (Jul - Sep),Recharge & bill payments,4397779,1538833023
Jammu & Kashmir,2022,Q3 (Jul - Sep),Financial Services,16502,21281997
Jammu & Kashmir,2022,Q3 (Jul - Sep),Others,133673,66802218
Jharkhand,2022,Q3 (Jul - Sep),Merchant payments,74816586,45850919744
Jharkhand,2022,Q3 (Jul - Sep),Peer-to-peer payments,57285937,176549466282
Jharkhand,2022,Q3 (Jul - Sep),Recharge & bill payments,14462031,6838978157
Jharkhand,2022,Q3 (Jul - Sep),Financial Services,68467,69016067
Jharkhand,2022,Q3 (Jul - Sep),Others,182311,104503812
Karnataka,2022,Q3 (Jul - Sep),Merchant payments,704609552,333606445776
Karnataka,2022,Q3 (Jul - Sep),Peer-to-peer payments,404084880,1282604186671
Karnataka,2022,Q3 (Jul - Sep),Recharge & bill payments,79979546,48539011844
Karnataka,2022,Q3 (Jul - Sep),Financial Services,361312,558132533
Karnataka,2022,Q3 (Jul - Sep),Others,726038,610455785
Kerala,2022,Q3 (Jul - Sep),Merchant payments,64984061,37852759989
Kerala,2022,Q3 (Jul - Sep),Peer-to-peer payments,38774832,116414003145
Kerala,2022,Q3 (Jul - Sep),Recharge & bill payments,15289755,7709237374
Kerala,2022,Q3 (Jul - Sep),Financial Services,146673,162861560
Kerala,2022,Q3 (Jul - Sep),Others,167583,121557246
Ladakh,2022,Q3 (Jul - Sep),Peer-to-peer payments,659896,2955729492
Ladakh,2022,Q3 (Jul - Sep),Merchant payments,367022,551472983
Ladakh,2022,Q3 (Jul - Sep),Recharge & bill payments,160269,94288872
